experiment,weight_m,weight_n,mem_m,mem_n,rounding,overflow,acc,total_bits
both,3.0,5.0,3.0,5.0,floor,wrap,22.3,9
both,3.0,5.0,3.0,5.0,ceil,saturate,87.09,9
both,3.0,5.0,3.0,5.0,ceil,wrap,56.47,9
both,3.0,5.0,3.0,5.0,trunc,saturate,98.55,9
both,3.0,5.0,3.0,5.0,trunc,wrap,72.66,9
both,3.0,6.0,3.0,6.0,nearest,saturate,98.5,10
both,3.0,6.0,3.0,6.0,nearest,wrap,62.73,10
both,3.0,6.0,3.0,6.0,stochastic,saturate,98.5,10
both,3.0,6.0,3.0,6.0,stochastic,wrap,50.25,10
both,3.0,6.0,3.0,6.0,floor,saturate,97.65,10
both,3.0,6.0,3.0,6.0,floor,wrap,40.84,10
both,3.0,6.0,3.0,6.0,ceil,saturate,97.52,10
both,3.0,6.0,3.0,6.0,ceil,wrap,69.98,10
both,3.0,6.0,3.0,6.0,trunc,saturate,98.56,10
both,3.0,6.0,3.0,6.0,trunc,wrap,67.83,10
both,3.0,7.0,3.0,7.0,nearest,saturate,98.56,11
both,3.0,7.0,3.0,7.0,nearest,wrap,62.63,11
both,3.0,7.0,3.0,7.0,stochastic,saturate,98.54,11
both,3.0,7.0,3.0,7.0,stochastic,wrap,56.7,11
both,3.0,7.0,3.0,7.0,floor,saturate,98.47,11
both,3.0,7.0,3.0,7.0,floor,wrap,52.05,11
both,3.0,7.0,3.0,7.0,ceil,saturate,98.47,11
both,3.0,7.0,3.0,7.0,ceil,wrap,68.78,11
both,3.0,7.0,3.0,7.0,trunc,saturate,98.52,11
both,3.0,7.0,3.0,7.0,trunc,wrap,65.26,11
both,3.0,8.0,3.0,8.0,nearest,saturate,98.51,12
both,3.0,8.0,3.0,8.0,nearest,wrap,62.92,12
both,3.0,8.0,3.0,8.0,stochastic,saturate,98.51,12
both,3.0,8.0,3.0,8.0,stochastic,wrap,59.63,12
both,3.0,8.0,3.0,8.0,floor,saturate,98.53,12
both,3.0,8.0,3.0,8.0,floor,wrap,57.97,12
both,3.0,8.0,3.0,8.0,ceil,saturate,98.47,12
both,3.0,8.0,3.0,8.0,ceil,wrap,66.74,12
both,3.0,8.0,3.0,8.0,trunc,saturate,98.51,12
both,3.0,8.0,3.0,8.0,trunc,wrap,63.98,12
both,4.0,0.0,4.0,0.0,nearest,saturate,9.8,5
both,4.0,0.0,4.0,0.0,nearest,wrap,9.87,5
both,4.0,0.0,4.0,0.0,stochastic,saturate,10.44,5
both,4.0,0.0,4.0,0.0,stochastic,wrap,11.35,5
both,4.0,0.0,4.0,0.0,floor,saturate,9.8,5
both,4.0,0.0,4.0,0.0,floor,wrap,14.52,5
both,4.0,0.0,4.0,0.0,ceil,saturate,9.8,5
both,4.0,0.0,4.0,0.0,ceil,wrap,12.08,5
both,4.0,0.0,4.0,0.0,trunc,saturate,9.8,5
both,4.0,0.0,4.0,0.0,trunc,wrap,9.8,5
both,4.0,1.0,4.0,1.0,nearest,saturate,52.67,6
both,4.0,1.0,4.0,1.0,nearest,wrap,51.24,6
both,4.0,1.0,4.0,1.0,stochastic,saturate,9.85,6
both,4.0,1.0,4.0,1.0,stochastic,wrap,15.83,6
both,4.0,1.0,4.0,1.0,floor,saturate,9.8,6
both,4.0,1.0,4.0,1.0,floor,wrap,12.19,6
both,4.0,1.0,4.0,1.0,ceil,saturate,9.8,6
both,4.0,1.0,4.0,1.0,ceil,wrap,11.95,6
both,4.0,1.0,4.0,1.0,trunc,saturate,9.8,6
both,4.0,1.0,4.0,1.0,trunc,wrap,9.8,6
both,4.0,2.0,4.0,2.0,nearest,saturate,97.79,7
both,4.0,2.0,4.0,2.0,nearest,wrap,97.71,7
both,4.0,2.0,4.0,2.0,stochastic,saturate,10.68,7
both,4.0,2.0,4.0,2.0,stochastic,wrap,5.98,7
both,4.0,2.0,4.0,2.0,floor,saturate,9.8,7
both,4.0,2.0,4.0,2.0,floor,wrap,10.32,7
both,4.0,2.0,4.0,2.0,ceil,saturate,9.8,7
both,4.0,2.0,4.0,2.0,ceil,wrap,18.66,7
both,4.0,2.0,4.0,2.0,trunc,saturate,24.72,7
both,4.0,2.0,4.0,2.0,trunc,wrap,24.69,7
both,4.0,3.0,4.0,3.0,nearest,saturate,98.46,8
both,4.0,3.0,4.0,3.0,nearest,wrap,98.29,8
both,4.0,3.0,4.0,3.0,stochastic,saturate,36.29,8
both,4.0,3.0,4.0,3.0,stochastic,wrap,28.39,8
both,4.0,3.0,4.0,3.0,floor,saturate,9.81,8
both,4.0,3.0,4.0,3.0,floor,wrap,6.96,8
both,4.0,3.0,4.0,3.0,ceil,saturate,20.09,8
both,4.0,3.0,4.0,3.0,ceil,wrap,19.47,8
both,4.0,3.0,4.0,3.0,trunc,saturate,95.83,8
both,4.0,3.0,4.0,3.0,trunc,wrap,95.86,8
both,4.0,4.0,4.0,4.0,nearest,saturate,98.41,9
both,4.0,4.0,4.0,4.0,nearest,wrap,98.43,9
both,4.0,4.0,4.0,4.0,stochastic,saturate,90.51,9
both,4.0,4.0,4.0,4.0,stochastic,wrap,86.75,9
both,4.0,4.0,4.0,4.0,floor,saturate,24.1,9
both,4.0,4.0,4.0,4.0,floor,wrap,19.56,9
both,4.0,4.0,4.0,4.0,ceil,saturate,33.27,9
both,4.0,4.0,4.0,4.0,ceil,wrap,33.44,9
both,4.0,4.0,4.0,4.0,trunc,saturate,98.42,9
both,4.0,4.0,4.0,4.0,trunc,wrap,98.53,9
both,4.0,5.0,4.0,5.0,nearest,saturate,98.5,10
both,4.0,5.0,4.0,5.0,nearest,wrap,98.57,10
both,4.0,5.0,4.0,5.0,stochastic,saturate,97.77,10
both,4.0,5.0,4.0,5.0,stochastic,wrap,97.39,10
both,4.0,5.0,4.0,5.0,floor,saturate,87.66,10
both,4.0,5.0,4.0,5.0,floor,wrap,86.0,10
both,4.0,5.0,4.0,5.0,ceil,saturate,87.31,10
both,4.0,5.0,4.0,5.0,ceil,wrap,87.06,10
both,4.0,5.0,4.0,5.0,trunc,saturate,98.52,10
both,4.0,5.0,4.0,5.0,trunc,wrap,98.55,10
both,4.0,6.0,4.0,6.0,nearest,saturate,98.49,11
both,4.0,6.0,4.0,6.0,nearest,wrap,98.57,11
both,4.0,6.0,4.0,6.0,stochastic,saturate,98.55,11
both,4.0,6.0,4.0,6.0,stochastic,wrap,98.32,11
both,4.0,6.0,4.0,6.0,floor,saturate,97.62,11
both,4.0,6.0,4.0,6.0,floor,wrap,97.37,11
both,4.0,6.0,4.0,6.0,ceil,saturate,97.52,11
both,4.0,6.0,4.0,6.0,ceil,wrap,97.52,11
both,4.0,6.0,4.0,6.0,trunc,saturate,98.68,11
both,4.0,6.0,4.0,6.0,trunc,wrap,98.52,11
both,4.0,7.0,4.0,7.0,nearest,saturate,98.48,12
both,4.0,7.0,4.0,7.0,nearest,wrap,98.53,12
both,4.0,7.0,4.0,7.0,stochastic,saturate,98.56,12
both,4.0,7.0,4.0,7.0,stochastic,wrap,98.44,12
both,4.0,7.0,4.0,7.0,floor,saturate,98.45,12
both,4.0,7.0,4.0,7.0,floor,wrap,98.39,12
both,4.0,7.0,4.0,7.0,ceil,saturate,98.39,12
both,4.0,7.0,4.0,7.0,ceil,wrap,98.32,12
both,4.0,7.0,4.0,7.0,trunc,saturate,98.59,12
both,4.0,7.0,4.0,7.0,trunc,wrap,98.49,12
both,4.0,8.0,4.0,8.0,nearest,saturate,98.55,13
both,4.0,8.0,4.0,8.0,nearest,wrap,98.47,13
both,4.0,8.0,4.0,8.0,stochastic,saturate,98.57,13
both,4.0,8.0,4.0,8.0,stochastic,wrap,98.5,13
both,4.0,8.0,4.0,8.0,floor,saturate,98.64,13
both,4.0,8.0,4.0,8.0,floor,wrap,98.61,13
both,4.0,8.0,4.0,8.0,ceil,saturate,98.47,13
both,4.0,8.0,4.0,8.0,ceil,wrap,98.5,13
both,4.0,8.0,4.0,8.0,trunc,saturate,98.56,13
both,4.0,8.0,4.0,8.0,trunc,wrap,98.51,13
both,5.0,0.0,5.0,0.0,nearest,saturate,9.83,6
both,5.0,0.0,5.0,0.0,nearest,wrap,9.82,6
both,5.0,0.0,5.0,0.0,stochastic,saturate,9.46,6
both,5.0,0.0,5.0,0.0,stochastic,wrap,18.46,6
both,5.0,0.0,5.0,0.0,floor,saturate,9.8,6
both,5.0,0.0,5.0,0.0,floor,wrap,12.36,6
both,5.0,0.0,5.0,0.0,ceil,saturate,9.8,6
both,5.0,0.0,5.0,0.0,ceil,wrap,12.37,6
both,5.0,0.0,5.0,0.0,trunc,saturate,9.8,6
both,5.0,0.0,5.0,0.0,trunc,wrap,9.8,6
both,5.0,1.0,5.0,1.0,nearest,saturate,52.48,7
both,5.0,1.0,5.0,1.0,nearest,wrap,52.65,7
both,5.0,1.0,5.0,1.0,stochastic,saturate,9.16,7
both,5.0,1.0,5.0,1.0,stochastic,wrap,8.56,7
both,5.0,1.0,5.0,1.0,floor,saturate,9.8,7
both,5.0,1.0,5.0,1.0,floor,wrap,13.97,7
both,5.0,1.0,5.0,1.0,ceil,saturate,9.8,7
both,5.0,1.0,5.0,1.0,ceil,wrap,6.25,7
both,5.0,1.0,5.0,1.0,trunc,saturate,9.8,7
both,5.0,1.0,5.0,1.0,trunc,wrap,9.8,7
both,5.0,2.0,5.0,2.0,nearest,saturate,97.93,8
both,5.0,2.0,5.0,2.0,nearest,wrap,97.82,8
both,5.0,2.0,5.0,2.0,stochastic,saturate,10.93,8
both,5.0,2.0,5.0,2.0,stochastic,wrap,9.39,8
both,5.0,2.0,5.0,2.0,floor,saturate,9.8,8
both,5.0,2.0,5.0,2.0,floor,wrap,8.06,8
both,5.0,2.0,5.0,2.0,ceil,saturate,9.8,8
both,5.0,2.0,5.0,2.0,ceil,wrap,9.8,8
both,5.0,2.0,5.0,2.0,trunc,saturate,24.9,8
both,5.0,2.0,5.0,2.0,trunc,wrap,24.78,8
both,5.0,3.0,5.0,3.0,nearest,saturate,98.34,9
both,5.0,3.0,5.0,3.0,nearest,wrap,98.27,9
both,5.0,3.0,5.0,3.0,stochastic,saturate,37.81,9
both,5.0,3.0,5.0,3.0,stochastic,wrap,40.32,9
both,5.0,3.0,5.0,3.0,floor,saturate,9.82,9
both,5.0,3.0,5.0,3.0,floor,wrap,8.86,9
both,5.0,3.0,5.0,3.0,ceil,saturate,20.16,9
both,5.0,3.0,5.0,3.0,ceil,wrap,20.03,9
both,5.0,3.0,5.0,3.0,trunc,saturate,95.83,9
both,5.0,3.0,5.0,3.0,trunc,wrap,95.87,9
both,5.0,4.0,5.0,4.0,nearest,saturate,98.48,10
both,5.0,4.0,5.0,4.0,nearest,wrap,98.46,10
both,5.0,4.0,5.0,4.0,stochastic,saturate,88.67,10
both,5.0,4.0,5.0,4.0,stochastic,wrap,89.99,10
both,5.0,4.0,5.0,4.0,floor,saturate,24.37,10
both,5.0,4.0,5.0,4.0,floor,wrap,24.06,10
both,5.0,4.0,5.0,4.0,ceil,saturate,33.08,10
both,5.0,4.0,5.0,4.0,ceil,wrap,33.54,10
both,5.0,4.0,5.0,4.0,trunc,saturate,98.45,10
both,5.0,4.0,5.0,4.0,trunc,wrap,98.52,10
both,5.0,5.0,5.0,5.0,nearest,saturate,98.61,11
both,5.0,5.0,5.0,5.0,nearest,wrap,98.55,11
both,5.0,5.0,5.0,5.0,stochastic,saturate,97.95,11
both,5.0,5.0,5.0,5.0,stochastic,wrap,97.79,11
both,5.0,5.0,5.0,5.0,floor,saturate,87.91,11
both,5.0,5.0,5.0,5.0,floor,wrap,87.91,11
both,5.0,5.0,5.0,5.0,ceil,saturate,86.92,11
both,5.0,5.0,5.0,5.0,ceil,wrap,87.16,11
both,5.0,5.0,5.0,5.0,trunc,saturate,98.64,11
both,5.0,5.0,5.0,5.0,trunc,wrap,98.62,11
both,5.0,6.0,5.0,6.0,nearest,saturate,98.48,12
both,5.0,6.0,5.0,6.0,nearest,wrap,98.49,12
both,5.0,6.0,5.0,6.0,stochastic,saturate,98.45,12
both,5.0,6.0,5.0,6.0,stochastic,wrap,98.51,12
both,5.0,6.0,5.0,6.0,floor,saturate,97.58,12
both,5.0,6.0,5.0,6.0,floor,wrap,97.72,12
both,5.0,6.0,5.0,6.0,ceil,saturate,97.48,12
both,5.0,6.0,5.0,6.0,ceil,wrap,97.59,12
both,5.0,6.0,5.0,6.0,trunc,saturate,98.58,12
both,5.0,6.0,5.0,6.0,trunc,wrap,98.63,12
both,5.0,7.0,5.0,7.0,nearest,saturate,98.57,13
both,5.0,7.0,5.0,7.0,nearest,wrap,98.48,13
both,5.0,7.0,5.0,7.0,stochastic,saturate,98.49,13
both,5.0,7.0,5.0,7.0,stochastic,wrap,98.58,13
both,5.0,7.0,5.0,7.0,floor,saturate,98.47,13
both,5.0,7.0,5.0,7.0,floor,wrap,98.51,13
both,5.0,7.0,5.0,7.0,ceil,saturate,98.44,13
both,5.0,7.0,5.0,7.0,ceil,wrap,98.36,13
both,5.0,7.0,5.0,7.0,trunc,saturate,98.51,13
both,5.0,7.0,5.0,7.0,trunc,wrap,98.58,13
both,5.0,8.0,5.0,8.0,nearest,saturate,98.58,14
both,5.0,8.0,5.0,8.0,nearest,wrap,98.51,14
both,5.0,8.0,5.0,8.0,stochastic,saturate,98.53,14
both,5.0,8.0,5.0,8.0,stochastic,wrap,98.55,14
both,5.0,8.0,5.0,8.0,floor,saturate,98.55,14
both,5.0,8.0,5.0,8.0,floor,wrap,98.51,14
both,5.0,8.0,5.0,8.0,ceil,saturate,98.46,14
both,5.0,8.0,5.0,8.0,ceil,wrap,98.44,14
both,5.0,8.0,5.0,8.0,trunc,saturate,98.53,14
both,5.0,8.0,5.0,8.0,trunc,wrap,98.56,14
